age	marital	address	income	inccat	car	carcat	ed	employ	retire	empcat	gender	reside	wireless	multline	voice	pager	internet	callid	callwait	owntv	ownvcr	owncd	ownpda	ownpc	ownfax	news	response
41	1	11	43	2	21	2	3	4	0	1	f	2	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1
27	0	6	22	1	11	1	2	1	0	1	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
45	1	17	20	1	10	1	2	10	0	2	f	3	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1
38	1	9	29	2	14	1	3	14	0	2	m	4	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1
43	0	7	55	3	27	2	3	8	0	2	m	4	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1
44	0	0	50	3	25	2	2	13	0	2	m	2	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
34	1	13	28	2	14	1	2	12	0	2	m	5	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
25	1	0	25	2	13	1	5	0	0	1	m	4	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1
47	0	20	28	2	14	1	2	4	0	1	f	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0
25	0	0	95	4	47	3	4	2	0	1	m	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1
30	1	4	29	2	15	1	3	2	0	1	f	5	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1
45	0	10	107	4	55	3	3	19	0	3	m	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1
24	1	5	34	2	17	2	2	1	0	1	m	4	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1
30	0	3	24	1	12	1	3	2	0	1	f	2	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1
40	0	3	67	3	33	3	1	22	0	3	m	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1
46	0	7	113	4	59	3	4	5	0	2	m	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1
41	0	20	130	4	63	3	3	10	0	2	f	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1
35	0	16	98	4	50	3	4	4	0	1	m	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1
41	1	9	79	4	40	3	2	14	0	2	f	2	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0
29	0	10	67	3	34	3	5	1	0	1	f	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	1
49	0	20	36	2	17	2	2	4	0	1	f	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1
31	0	6	46	2	22	2	4	0	0	1	m	1	0	0	0	0	8	0	0	1	1	1	0	0	0	1	1
52	1	7	54	3	27	2	1	19	0	3	m	2	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
49	0	11	52	3	27	2	2	8	0	2	m	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1
23	0	0	32	2	15	2	3	1	0	1	m	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
43	1	0	22	1	11	1	2	5	0	2	f	2	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
49	1	10	98	4	49	3	1	19	0	3	f	4	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1
20	1	0	14	1	7	1	3	0	0	1	m	4	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1
49	1	23	125	4	62	3	3	24	0	3	m	3	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1
28	0	8	25	2	12	1	1	2	0	1	m	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1
27	1	0	18	1	9	1	4	2	0	1	f	4	1	0	0	0	9	1	1	0	1	1	1	1	1	1	1
19	1	0	20	1	10	1	2	0	0	1	m	5	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0
36	0	2	43	2	21	2	3	9	0	2	f	2	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
33	0	3	30	2	15	2	3	1	0	1	f	1	0	0	0	0	8	1	1	1	1	1	1	0	1	0	1
56	0	22	40	2	21	2	2	12	0	2	m	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1
57	1	27	36	2	18	2	4	8	0	2	f	4	0	1	0	0	9	1	1	1	1	1	1	1	0	1	1
42	1	3	127	4	64	3	1	24	0	3	m	3	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
34	1	13	44	2	21	2	4	2	0	1	m	2	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1
21	0	0	22	1	11	1	3	0	0	1	m	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1
42	0	20	66	3	32	3	1	18	0	3	m	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1
46	0	12	46	2	22	2	2	15	0	3	m	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1
45	1	17	40	2	21	2	2	14	0	2	f	2	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1
40	0	0	45	2	21	2	3	11	0	2	m	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1
37	0	7	167	4	83	3	3	12	0	2	m	2	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1
33	1	8	27	2	14	1	2	2	0	1	m	2	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1
47	1	17	109	4	55	3	3	19	0	3	f	5	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1
66	0	0	47	2	23	2	3	28	1	3	f	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1
64	1	16	27	2	13	1	2	29	1	3	m	2	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1
47	1	21	63	3	30	3	3	6	0	2	m	2	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
39	1	16	125	4	62	3	1	19	0	3	f	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0
38	0	14	25	2	12	1	3	2	0	1	m	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	1
27	1	4	30	2	15	1	3	3	0	1	m	4	0	0	0	0	8	1	0	1	0	1	0	1	0	1	1
38	0	2	90	4	46	3	2	13	0	2	f	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	1
48	0	10	92	4	47	3	1	28	0	3	m	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1
45	1	16	36	2	18	2	2	4	0	1	m	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
35	1	9	37	2	18	2	3	7	0	2	m	3	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1
26	0	1	48	2	24	2	5	0	0	1	f	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1
38	0	17	67	3	34	3	2	15	0	3	m	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1
71	1	37	35	2	18	2	3	30	1	3	f	2	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1
48	0	10	70	3	35	3	4	4	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
52	1	31	263	4	76	3	3	31	0	3	f	2	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1
54	0	17	249	4	78	3	3	23	0	3	m	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1
41	0	10	65	3	33	3	1	25	0	3	m	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
29	1	8	26	2	13	1	4	3	0	1	m	6	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1
36	1	4	55	3	27	2	2	6	0	2	m	5	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1
28	1	3	35	2	17	2	2	7	0	2	f	8	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
30	1	11	63	3	30	2	5	3	0	1	f	4	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
20	1	0	22	1	11	1	2	0	0	1	f	4	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1
56	0	22	96	4	48	3	4	20	0	3	m	1	1	1	1	0	8	0	1	1	1	1	0	1	1	1	1
51	0	12	271	4	72	3	1	22	0	3	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
46	1	21	90	4	45	3	2	23	0	3	f	3	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1
49	0	21	36	2	18	2	1	9	0	2	f	2	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1
35	1	14	43	2	22	2	4	6	0	2	m	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
33	1	7	51	3	25	2	3	7	0	2	f	5	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1
33	0	14	26	2	13	1	4	1	0	1	m	2	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1
46	1	21	88	4	44	3	3	16	0	3	f	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
51	0	8	24	1	12	1	3	0	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1
45	0	11	48	2	24	2	2	20	0	3	f	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1
54	0	19	86	4	43	3	2	25	0	3	m	3	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1
37	0	2	22	1	11	1	4	6	0	2	f	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
24	0	1	18	1	9	1	2	2	0	1	m	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1
49	0	26	248	4	86	3	5	11	0	2	m	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1
46	1	13	54	3	27	2	4	9	0	2	f	2	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1
37	0	9	44	2	23	2	2	11	0	2	f	3	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
30	0	3	46	2	22	2	3	8	0	2	m	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0
34	1	2	40	2	20	2	4	5	0	2	m	5	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1
31	1	6	19	1	10	1	2	2	0	1	f	2	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0
32	1	6	30	2	15	2	2	9	0	2	f	2	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
49	0	7	167	4	84	3	2	26	0	3	m	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1
39	0	17	97	4	51	3	2	18	0	3	m	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1
32	1	0	40	2	19	2	3	9	0	2	m	4	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1
24	1	4	31	2	16	2	2	1	0	1	m	5	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1
65	1	14	12	1	6	1	2	24	1	3	m	2	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1
45	1	22	37	2	18	2	4	9	0	2	f	4	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1
55	1	36	131	4	65	3	5	2	0	1	m	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
29	1	1	17	1	8	1	2	0	0	1	f	4	0	1	0	0	0	1	0	1	1	1	0	1	0	0	1
62	0	32	96	4	47	3	3	22	0	3	m	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0
61	1	14	179	4	91	3	1	41	0	3	m	2	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1
34	0	4	17	1	9	1	2	0	0	1	f	3	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
41	0	4	34	2	17	2	1	5	0	2	m	1	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1
47	0	16	28	2	14	1	2	5	0	2	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0
48	1	0	49	2	24	2	3	4	0	1	m	2	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1
30	0	5	26	2	13	1	2	4	0	1	f	2	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
51	1	26	269	4	77	3	4	21	0	3	f	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
46	0	6	90	4	46	3	4	16	0	3	f	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1
32	1	1	33	2	17	2	2	13	0	2	f	5	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1
33	0	4	43	2	22	2	1	14	0	2	m	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
69	0	5	24	1	12	1	3	4	0	1	m	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
44	1	11	152	4	76	3	2	21	0	3	f	2	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0
35	0	15	23	1	11	1	1	5	0	2	m	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0
23	1	0	25	2	12	1	4	0	0	1	m	5	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0
34	0	8	38	2	19	2	4	0	0	1	m	2	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1
29	1	7	28	2	14	1	4	0	0	1	m	3	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1
49	0	14	103	4	51	3	3	12	0	2	m	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1
63	0	5	234	4	74	3	4	33	0	3	m	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1
66	0	29	22	1	11	1	1	4	0	1	f	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
24	1	0	34	2	18	2	4	0	0	1	f	3	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1
50	1	0	87	4	43	3	4	19	0	3	f	2	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1
36	1	0	38	2	19	2	2	4	0	1	m	3	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1
29	1	10	30	2	15	2	4	6	0	2	m	7	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1
53	0	1	148	4	73	3	2	24	0	3	f	1	0	0	0	0	9	0	0	1	1	1	0	0	0	0	1
45	1	24	25	2	12	1	2	8	0	2	f	4	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1
26	1	1	18	1	9	1	1	0	0	1	f	4	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1
50	1	17	45	2	22	2	3	14	0	2	m	2	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1
63	1	22	190	4	95	3	2	40	0	3	f	2	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1
38	0	4	83	4	42	3	2	14	0	2	m	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1
39	0	3	24	1	12	1	1	5	0	2	f	2	0	0	0	1	9	0	0	1	1	1	0	0	0	1	1
50	0	20	25	2	12	1	3	4	0	1	m	5	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1
58	1	32	32	2	16	2	1	5	0	2	f	2	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
49	0	25	273	4	72	3	3	24	0	3	f	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1
33	1	8	55	3	29	2	3	12	0	2	f	7	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1
47	1	12	74	3	38	3	3	12	0	2	f	3	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1
44	1	3	169	4	84	3	2	21	0	3	m	5	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1
35	1	7	28	2	14	1	2	4	0	1	f	5	0	0	0	0	8	1	1	1	1	1	0	1	0	1	1
31	1	3	23	1	11	1	1	1	0	1	f	2	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
36	0	10	44	2	21	2	1	12	0	2	m	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
60	1	35	68	3	33	3	3	17	0	3	m	2	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1
34	1	11	51	3	25	2	4	3	0	1	f	2	0	1	0	0	9	0	0	1	1	1	0	1	0	1	1
59	1	16	38	2	19	2	1	8	0	2	m	2	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
43	1	9	130	4	65	3	5	10	0	2	f	5	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1
66	1	22	11	1	5	1	1	41	1	3	f	2	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1
42	1	0	34	2	17	2	2	3	0	1	m	4	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1
51	1	32	27	2	14	1	2	3	0	1	f	2	0	0	0	0	8	0	1	1	1	1	0	1	0	0	1
25	0	0	46	2	23	2	2	5	0	2	m	3	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1
25	1	3	16	1	8	1	2	3	0	1	f	8	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
74	1	25	38	2	19	2	3	40	1	3	m	2	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1
38	1	2	64	3	32	3	4	3	0	1	f	4	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
23	0	1	24	1	12	1	2	4	0	1	m	3	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1
39	0	0	77	4	39	3	2	15	0	3	m	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1
44	1	1	22	1	11	1	1	1	0	1	f	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
42	1	8	54	3	27	2	2	16	0	3	f	4	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1
24	1	4	36	2	18	2	4	0	0	1	f	4	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1
34	0	9	34	2	17	2	1	6	0	2	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
40	0	8	216	4	82	3	5	11	0	2	m	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1
47	0	12	33	2	17	2	1	1	0	1	f	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1
39	0	10	54	3	26	2	4	11	0	2	m	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
30	0	10	38	2	19	2	1	14	0	2	m	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1
24	1	0	25	2	13	1	4	0	0	1	f	9	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1
44	0	0	37	2	19	2	3	4	0	1	f	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1
36	0	15	53	3	26	2	2	13	0	2	m	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1
29	1	6	29	2	14	1	3	1	0	1	f	5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
43	0	21	93	4	46	3	3	20	0	3	m	3	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1
45	1	0	29	2	14	1	2	5	0	2	m	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
54	1	25	126	4	63	3	1	29	0	3	m	3	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1
46	1	18	106	4	51	3	2	25	0	3	m	3	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1
48	1	3	56	3	29	2	4	11	0	2	m	2	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1
30	1	0	26	2	13	1	2	8	0	2	f	7	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
44	0	13	41	2	21	2	1	0	0	1	m	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1
43	0	1	161	4	81	3	3	22	0	3	m	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1
43	0	8	30	2	15	2	3	1	0	1	m	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1
39	0	12	44	2	23	2	3	14	0	2	m	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1
31	1	0	18	1	9	1	1	2	0	1	f	5	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1
39	1	20	32	2	16	2	2	1	0	1	f	3	1	0	1	0	0	1	1	1	1	1	1	0	1	1	0
29	0	2	23	1	11	1	3	8	0	2	f	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
64	1	1	14	1	7	1	1	40	1	3	m	4	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1
25	0	4	30	2	15	2	3	2	0	1	m	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1
28	1	8	27	2	14	1	1	12	0	2	f	4	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1
39	0	6	23	1	12	1	4	3	0	1	m	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1
24	1	1	17	1	8	1	4	0	0	1	f	4	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1
25	1	0	25	2	13	1	3	3	0	1	m	4	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0
34	0	1	56	3	29	2	2	4	0	1	f	2	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0
41	0	22	139	4	69	3	2	17	0	3	m	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1
43	0	23	101	4	51	3	3	12	0	2	f	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1
55	0	26	25	2	13	1	1	1	0	1	m	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1
61	1	15	232	4	69	3	2	25	0	3	m	4	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1
47	0	17	88	4	46	3	2	3	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1
38	1	2	18	1	9	1	3	3	0	1	f	4	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
45	0	16	86	4	42	3	5	16	0	3	m	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1
47	0	24	30	2	15	1	2	2	0	1	m	1	0	1	1	1	9	1	1	1	1	1	0	1	1	0	0
36	0	2	139	4	70	3	3	11	0	2	m	1	1	0	0	1	8	1	1	1	1	1	0	1	0	0	1
50	0	17	107	4	53	3	3	10	0	2	m	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1
35	1	13	55	3	28	2	3	8	0	2	f	6	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1
50	1	17	80	4	39	3	3	28	0	3	m	2	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1
56	0	32	12	1	6	1	1	11	1	2	f	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1
62	0	42	38	2	19	2	2	5	0	2	m	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1
24	0	2	19	1	9	1	1	4	0	1	f	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
30	1	10	27	2	14	1	1	12	0	2	f	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
23	0	1	25	2	12	1	2	2	0	1	m	4	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
27	1	2	34	2	17	2	4	1	0	1	f	4	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1
49	1	23	99	4	50	3	2	18	0	3	f	2	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1
33	1	0	33	2	17	2	4	2	0	1	f	3	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1
47	1	1	45	2	22	2	4	22	0	3	f	2	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1
34	0	6	18	1	9	1	3	2	0	1	f	5	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1
38	1	9	86	4	43	3	3	11	0	2	m	4	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1
52	0	30	57	3	29	2	3	10	0	2	f	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1
55	1	20	42	2	21	2	3	6	0	2	f	2	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0
38	0	15	39	2	19	2	1	9	0	2	f	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1
44	0	11	71	3	35	3	1	15	0	3	f	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
37	0	0	42	2	21	2	1	18	0	3	m	2	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1
61	1	12	29	2	15	1	3	2	0	1	f	2	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1
56	1	25	446	4	74	3	3	29	0	3	m	2	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1
36	1	10	162	4	82	3	5	5	0	2	m	2	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
66	1	47	463	4	79	3	1	38	0	3	f	2	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1
38	1	11	187	4	93	3	4	14	0	2	m	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24	0	4	15	1	7	1	3	0	0	1	m	3	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1
49	0	12	70	3	34	3	3	23	0	3	m	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1
42	0	11	48	2	23	2	1	14	0	2	f	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1
45	0	3	18	1	9	1	3	2	0	1	m	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
39	1	8	97	4	49	3	2	17	0	3	f	2	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1
58	0	10	85	4	42	3	4	18	0	3	m	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1
54	0	23	65	3	33	3	1	7	0	2	f	2	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1
37	1	3	37	2	18	2	2	8	0	2	f	2	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1
44	1	2	113	4	56	3	3	16	0	3	m	5	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1
46	0	15	76	4	39	3	1	23	0	3	f	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1
37	1	14	34	2	16	2	4	7	0	2	f	3	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1
21	1	2	18	1	9	1	2	1	0	1	f	4	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1
49	1	18	48	2	25	2	2	14	0	2	m	3	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1
49	0	14	77	4	38	3	1	31	0	3	f	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
22	1	1	29	2	15	1	3	0	0	1	f	3	1	0	1	0	0	0	1	1	1	0	0	1	0	1	1
38	0	14	49	2	23	2	4	3	0	1	f	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1
62	0	33	18	1	9	1	2	22	1	3	m	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
31	1	12	17	1	8	1	4	4	0	1	m	3	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1
31	0	2	19	1	10	1	4	7	0	2	f	1	0	1	0	0	8	0	0	1	1	1	1	1	0	1	1
33	0	8	57	3	28	2	2	8	0	2	m	3	1	1	0	0	8	0	0	1	1	1	0	0	0	1	1
62	0	39	71	3	36	3	4	12	0	2	m	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1
71	1	35	32	2	17	2	4	5	0	2	m	2	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
38	0	5	55	3	27	2	4	0	0	1	f	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
28	1	8	25	2	13	1	4	4	0	1	f	4	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1
44	1	24	38	2	19	2	3	0	0	1	f	2	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1
39	0	20	26	2	13	1	3	2	0	1	f	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1
66	1	29	152	4	74	3	4	27	0	3	f	2	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1
57	1	11	36	2	18	2	3	25	1	3	f	2	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1
32	0	12	62	3	32	3	2	11	0	2	f	2	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1
41	1	15	105	4	51	3	1	24	0	3	f	2	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1
59	0	2	54	3	27	2	1	11	0	2	m	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1
34	0	15	49	2	25	2	1	11	0	2	f	1	0	0	1	0	0	1	1	1	1	1	0	0	1	1	1
29	1	8	33	2	16	2	4	1	0	1	m	3	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1
30	1	2	20	1	10	1	3	2	0	1	m	3	1	0	0	0	1	1	0	1	1	1	0	1	0	0	1
